mmsi,imo_from_data_set,imo_from_ship_db,name_from_data_set,name_from_ship_db,iwrap_type_from_dataset,org_type_info_from_data,iwrap_type_from_ship_db,org_type_from_ship_db,length_from_data_set,length_from_ship_db,height_1,height_2,height_3,depth,width,size_a,size_b,size_c,size_d,class_b,Speed_mean,Speed_std,Speed_median,Speed_max,Speed_min,Speed_mode,ROT_mean,ROT_std,ROT_median,ROT_max,ROT_min
232003036,9687124,0,BW CANOLA,,General cargo ship,Cargo,,,225,-1,-1,-1,-1,-1,32,196,29,20,12,0,11.169565217391309,0.04635016284661699,11.2,11.2,11.1,11.0,0.0,0.0,0.0,0.0,0.0
305661000,8611013,0,LENE D,,General cargo ship,Cargo,,,82,-1,-1,-1,-1,-1,12,73,9,7,5,0,6.442481610712939,3.283275219017592,7.7,11.4,0.0,9.0,0.0,0.0,0.0,0.0,0.0
230204000,8820860,0,EXPORTER,,General cargo ship,Cargo,,,122,-1,-1,-1,-1,-1,20,102,20,10,10,0,13.884978621164144,3.29885618157653,15.1,62.6,0.0,16.0,1.4408650954032802e-06,0.000536816524550805,0.0,0.2,0.0
305426000,9432206,0,BELTNES,,General cargo ship,Cargo,,,176,-1,-1,-1,-1,-1,26,149,27,8,18,0,10.577618791351421,4.509897017240427,12.3,17.6,0.0,12.0,0.0,0.0,0.0,0.0,0.0
212787000,9504059,0,WES AMELIE,,General cargo ship,Cargo,,,153,-1,-1,-1,-1,-1,24,141,12,12,12,0,13.837740419630023,4.5328225238482664,15.7,51.2,0.0,16.0,1.2666164242151728e-06,0.0007117910997519356,0.0,0.4,0.0
212172000,9179995,0,NECKAR HIGHWAY,,General cargo ship,Cargo,,,100,-1,-1,-1,-1,-1,20,74,26,10,10,0,13.119946340910671,4.065208977647773,14.8,17.7,0.0,15.0,-0.002416121120407632,3.128183001521346,0.0,98.6,-57.9
211177410,0,0,ALDEBARAN,,General cargo ship,Cargo,,,95,-1,-1,-1,-1,-1,10,90,5,5,5,0,0.21383610127960792,1.2427729271237293,0.0,10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271043415,9257199,0,SAKARYA,,General cargo ship,Cargo,,,170,-1,-1,-1,-1,-1,27,145,25,7,20,0,6.805532765330809,5.782668783137663,10.9,13.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
477592600,9608386,0,DA TAI,,General cargo ship,Cargo,,,180,-1,-1,-1,-1,-1,28,15,165,14,14,0,8.451024981873312,6.265722066130041,12.6,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305978000,9387592,0,PEGASUS,,General cargo ship,Cargo,,,158,-1,-1,-1,-1,-1,23,147,11,21,2,0,12.893993806529442,3.788019747848111,14.3,17.6,0.0,14.0,0.0,0.0,0.0,0.0,0.0
304010160,8912027,0,ADELE,,General cargo ship,Cargo,,,90,-1,-1,-1,-1,-1,13,75,15,7,6,0,8.675934859091074,3.268959334655118,9.7,12.2,0.0,10.0,0.0,0.0,0.0,0.0,0.0
229849000,9125695,0,KERLI,,General cargo ship,Cargo,,,90,-1,-1,-1,-1,-1,13,75,15,7,6,0,9.35674651745643,3.00422038083033,10.3,102.2,0.0,10.0,0.0,0.0,0.0,0.0,0.0
353047000,9227962,0,SOLITAIRE I,,General cargo ship,Cargo,,,160,-1,-1,-1,-1,-1,26,141,19,17,9,0,8.270265024762416,4.477273713432794,10.4,13.7,0.0,11.0,0.0,0.0,0.0,0.0,0.0
211724850,7431313,0,WIND PROTECTOR,,General cargo ship,Cargo,,,30,-1,-1,-1,-1,-1,7,18,12,6,1,0,0.0014483311616718454,0.01609376768284131,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
354552000,9774264,0,NAVIOS CORAL,,General cargo ship,Cargo,,,229,-1,-1,-1,-1,-1,35,195,34,24,11,0,3.0565222608904357,5.214176616097683,0.0,12.9,0.0,0.0,0.2404176167046682,2.0338089148677696,0.0,23.6,-10.0
244090800,8911841,0,MALTA CEMENT,,General cargo ship,Cargo,,,88,-1,-1,-1,-1,-1,13,72,16,4,9,0,8.071385152803956,4.034306717151639,10.0,12.7,0.0,10.0,0.0,0.0,0.0,0.0,0.0
218439000,8208062,0,HOGELAND,,General cargo ship,Cargo,,,74,-1,-1,-1,-1,-1,9,64,10,2,7,0,7.7180419921875,1.7555568690625287,8.2,51.2,0.0,8.0,0.0,0.0,0.0,0.0,0.0
209014000,9116802,0,RIX EMERALD,,General cargo ship,Cargo,,,88,-1,-1,-1,-1,-1,12,76,12,6,6,0,6.796075180871034,3.2107990317799873,8.1,12.8,0.0,8.0,0.0,0.0,0.0,0.0,0.0
219019936,0,0,WIND TRANSPORTER,,General cargo ship,Cargo,,,25,-1,-1,-1,-1,-1,6,11,14,3,3,0,4.000776907044346,6.980974117975258,0.1,26.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305236000,9155418,0,BERUM,,General cargo ship,Cargo,,,100,-1,-1,-1,-1,-1,16,86,14,6,10,0,5.62975328269446,5.1292471689530466,8.7,12.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211577000,9458901,0,SVENJA,,General cargo ship,Cargo,,,160,-1,-1,-1,-1,-1,28,24,136,14,14,0,10.711035406246308,6.5042757999361545,13.4,21.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211138490,0,0,ALBERT WEGENER,,General cargo ship,Cargo,,,28,-1,-1,-1,-1,-1,6,13,15,3,3,0,1.2351259016588094,2.846274279182807,0.0,13.3,0.0,0.0,-0.0012780414877741407,0.7779977176122264,0.0,0.0,-473.6
212702000,9195901,0,ELENA L,,General cargo ship,Cargo,,,96,-1,-1,-1,-1,-1,13,88,8,6,7,0,8.708013083372732,2.131843908132819,9.1,12.5,0.0,10.0,0.0,0.0,0.0,0.0,0.0
305691000,9512381,0,CALYPSO,,General cargo ship,Cargo,,,133,-1,-1,-1,-1,-1,23,16,117,17,6,0,13.29755747126437,3.700020377452186,14.6,16.4,0.0,15.0,0.0,0.0,0.0,0.0,0.0
212209000,9195925,0,CEMSEA III,,General cargo ship,Cargo,,,95,-1,-1,-1,-1,-1,13,81,14,3,10,0,9.884927853381658,3.108844541362786,10.9,12.6,0.0,11.0,0.0,0.0,0.0,0.0,0.0
235059487,9357597,0,CORONA SEA,,General cargo ship,Cargo,,,187,-1,-1,-1,-1,-1,26,26,161,13,13,0,18.408018159010812,1.2361785425911773,18.4,96.0,0.0,18.0,-0.010000119467176391,3.2920293507469545,0.0,42.9,-64.5
211202400,8504208,0,FREDO,,General cargo ship,Cargo,,,82,-1,-1,-1,-1,-1,11,64,18,8,3,0,7.5396309796721015,2.356275146882501,8.3,11.4,0.0,8.0,0.006154322530176763,6.66195297776516,0.0,111.6,-107.2
311564000,9146120,0,CEMBAY,,General cargo ship,Cargo,,,130,-1,-1,-1,-1,-1,19,113,17,11,8,0,5.811111111111111,4.948107299650986,6.9,12.5,0.0,0.0,0.8364652501106684,7.419533699699988,0.0,57.9,-32.5
567019000,9732199,0,INTHIRA NAREE,,General cargo ship,Cargo,,,199,-1,-1,-1,-1,-1,32,170,29,12,20,0,11.237606616696821,0.8701974477401183,11.3,13.3,6.6,11.0,0.0,0.0,0.0,0.0,0.0
566278000,9231470,0,MAERSK NEWBURY,,General cargo ship,Cargo,,,211,-1,-1,-1,-1,-1,31,175,36,10,21,0,13.900176604340052,2.1587404292287915,14.0,19.8,0.0,14.0,0.0,0.0,0.0,0.0,0.0
249399000,9333462,0,KAISA,,General cargo ship,Cargo,,,90,-1,-1,-1,-1,-1,15,75,15,5,10,0,10.126924398625428,2.227816021971506,10.6,14.6,0.0,11.0,0.0,0.0,0.0,0.0,0.0
230007000,9207895,0,FINNHAWK,,General cargo ship,Cargo,,,163,-1,-1,-1,-1,-1,21,15,148,16,5,0,15.488211605533097,3.291844397518654,16.0,21.7,0.0,16.0,0.0,0.0,0.0,0.0,0.0
209718000,8415172,0,RABA,,General cargo ship,Cargo,,,80,-1,-1,-1,-1,-1,13,66,14,10,3,0,8.276701228479329,2.0066056618836066,8.8,102.2,0.0,9.0,0.0,0.0,0.0,0.0,0.0
235090537,9204790,0,TIMBERLAND,,General cargo ship,Cargo,,,153,-1,-1,-1,-1,-1,23,137,16,13,10,0,12.699951711816121,0.9136147460377925,12.7,15.3,10.0,13.0,0.25444975614467136,6.2137165563671255,0.0,45.7,-45.7
266439000,7116808,0,IDA H,,General cargo ship,Cargo,,,76,-1,-1,-1,-1,-1,12,62,14,3,9,0,7.8245709019698175,2.1375253525881424,8.3,11.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
246629000,9508794,0,AMELAND,,General cargo ship,Cargo,,,122,-1,-1,-1,-1,-1,16,110,12,8,8,0,11.563167855444604,4.027953569628188,13.2,15.8,0.0,14.0,0.06986019971469329,4.902072646026881,0.0,42.9,-42.9
218176000,8905115,0,MAIKE,,General cargo ship,Cargo,,,82,-1,-1,-1,-1,-1,11,69,13,3,8,0,6.341665470980701,3.0148244934738564,7.8,11.1,0.0,8.0,0.0,0.0,0.0,0.0,0.0
305375000,9438585,0,ONEGO NEVA,,General cargo ship,Cargo,,,146,-1,-1,-1,-1,-1,19,137,9,10,9,0,11.453187700344296,2.4368376267941008,12.1,13.8,0.0,12.0,0.0,0.0,0.0,0.0,0.0
244730469,9624859,0,LADY ADELE,,General cargo ship,Cargo,,,88,-1,-1,-1,-1,-1,13,78,10,6,7,0,9.156077175293293,2.0850133160025455,9.7,12.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
538007709,9445069,0,INFINITY K,,General cargo ship,Cargo,,,169,-1,-1,-1,-1,-1,28,146,23,19,9,0,11.00222469410456,0.6100060759725674,11.0,12.2,8.7,11.0,0.0,0.0,0.0,0.0,0.0
244826000,9081332,0,ELANDSGRACHT,,General cargo ship,Cargo,,,137,-1,-1,-1,-1,-1,18,126,11,9,9,0,12.403452419096444,2.4523970881709043,12.7,14.7,0.0,14.0,0.06457065043255367,4.101583795779,0.0,40.2,-45.7
212949000,9195145,0,ISAR HIGHWAY,,General cargo ship,Cargo,,,100,-1,-1,-1,-1,-1,20,76,24,10,10,0,12.899113395276892,3.7508454898092163,14.3,18.7,0.0,14.0,0.0,0.0,0.0,0.0,0.0
258295000,9132038,0,VESTLAND,,General cargo ship,Cargo,,,88,-1,-1,-1,-1,-1,13,74,14,8,5,0,8.976880523026079,3.036670182042843,10.0,12.4,0.0,10.0,0.0,0.0,0.0,0.0,0.0
230643000,9212644,0,FINNPULP,,General cargo ship,Cargo,,,187,-1,-1,-1,-1,-1,27,20,167,9,18,0,14.978633831173726,6.670394549304634,18.0,51.4,0.0,19.0,-0.001383323868938651,0.9828412731433955,0.0,0.4,-697.5
257943000,9034494,0,WINDSTAR,,General cargo ship,Cargo,,,83,-1,-1,-1,-1,-1,13,71,12,8,5,0,8.536213427317898,3.2724259641885576,9.8,24.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
230985000,9354337,0,AILA,,General cargo ship,Cargo,,,141,-1,-1,-1,-1,-1,22,132,9,11,11,0,14.0290421155906,3.960030880159443,15.4,18.6,0.0,16.0,0.0861119362010459,5.716263681488697,0.0,51.6,-54.7
538090400,9220067,0,LANTAU ARROW,,General cargo ship,Cargo,,,159,-1,-1,-1,-1,-1,26,139,20,17,9,0,14.47805211397332,5.217510985018724,16.2,21.4,0.0,16.0,0.0,0.0,0.0,0.0,0.0
255805908,9736377,0,AUTO ENERGY,,General cargo ship,Cargo,,,181,-1,-1,-1,-1,-1,32,31,150,15,17,0,16.995012059379707,1.0516314331613217,17.0,25.6,1.6,17.0,-0.020165774008356643,0.6949647494342476,0.0,25.7,-27.9
477261300,9434929,0,MAERSK NIJMEGEN,,General cargo ship,Cargo,,,210,-1,-1,-1,-1,-1,30,167,43,19,11,0,14.777830188679244,3.213774693612144,15.6,20.7,3.4,16.0,0.0,0.0,0.0,0.0,0.0
305309000,8104541,0,TRAVEBERG,,General cargo ship,Cargo,,,88,-1,-1,-1,-1,-1,11,72,16,6,5,0,7.231491205709915,2.715776110777607,8.2,11.8,0.0,8.0,0.0,0.0,0.0,0.0,0.0
209155000,9318761,0,ADILIA 1,,General cargo ship,Cargo,,,140,-1,-1,-1,-1,-1,23,124,16,12,11,0,10.318899403815125,4.305296074192134,12.1,15.6,0.0,12.0,0.0,0.0,0.0,0.0,0.0
304111000,9197777,0,NIKAR G,,General cargo ship,Cargo,,,82,-1,-1,-1,-1,-1,12,73,9,9,3,0,9.070770624303233,3.3723386903049444,10.4,12.9,0.0,11.0,0.0,0.0,0.0,0.0,0.0
218627000,9432220,0,VERA RAMBOW,,General cargo ship,Cargo,,,168,-1,-1,-1,-1,-1,26,156,12,0,26,0,13.635503580647848,4.4801285048514705,15.2,20.5,0.0,16.0,0.0,0.0,0.0,0.0,0.0
538090304,9344722,0,VALENTINA,,General cargo ship,Cargo,,,179,-1,-1,-1,-1,-1,28,160,19,25,3,0,16.263311344037085,2.496925111419784,17.0,21.8,9.6,18.0,0.09905036268263158,5.236856864443879,0.0,67.9,-51.6
304218000,8407228,0,DARWIN,,General cargo ship,Cargo,,,75,-1,-1,-1,-1,-1,11,64,11,7,4,0,5.143256870221055,2.1890543141855687,5.5,9.1,0.0,7.0,0.0,0.0,0.0,0.0,0.0
310132000,9108128,0,LISBON EXPRESS,,General cargo ship,Cargo,,,216,-1,-1,-1,-1,-1,33,161,55,24,9,0,16.917959609201215,1.5678812243405877,17.2,21.9,0.0,18.0,1.0322207713785825e-06,0.0004543612596554822,0.0,0.2,0.0
244750716,9650482,0,EXEBORG,,General cargo ship,Cargo,,,145,-1,-1,-1,-1,-1,16,129,16,11,5,0,9.773450672270915,1.5984208622196567,10.0,12.4,0.0,11.0,0.0,0.0,0.0,0.0,0.0
414706000,9576791,0,ZHAO YANG FENG,,General cargo ship,Cargo,,,225,-1,-1,-1,-1,-1,32,195,30,14,18,0,11.828813559322034,0.8406821666942477,11.8,14.5,6.7,12.0,0.0,0.0,0.0,0.0,0.0
235111681,9741724,0,FALCON BAY,,General cargo ship,Cargo,,,180,-1,-1,-1,-1,-1,32,149,31,22,10,0,11.49973952245784,2.351787750366023,12.1,14.2,0.0,12.0,0.0,0.0,0.0,0.0,0.0
230632000,9468932,0,FINNWAVE,,General cargo ship,Cargo,,,218,-1,-1,-1,-1,-1,27,14,204,7,20,0,18.95191232154097,1.3353729350457617,19.2,21.7,0.0,19.0,-0.04310870890072232,2.778607136798832,0.0,35.0,-51.6
538008094,9459400,0,HANSA ASIA,,General cargo ship,Cargo,,,240,-1,-1,-1,-1,-1,32,185,55,21,11,0,17.76264694420991,1.719083952399169,18.3,21.4,9.2,19.0,-0.014158602325128302,6.012998911078837,0.0,48.6,-48.6
477030800,9659189,0,ECO SPLENDOR,,General cargo ship,Cargo,,,183,-1,-1,-1,-1,-1,31,157,26,20,11,0,11.308817345597898,1.0416341753726666,11.5,13.4,7.2,12.0,0.0,0.0,0.0,0.0,0.0
255805884,9386718,0,NAVI BALTIC,,General cargo ship,Cargo,,,168,-1,-1,-1,-1,-1,25,153,15,15,10,0,13.28216910813704,4.389301274193763,14.6,76.8,0.0,15.0,0.00012296892348468016,4.486326112006441,0.0,45.7,-42.9
246555000,9341768,0,DOGGERSBANK,,General cargo ship,Cargo,,,111,-1,-1,-1,-1,-1,14,95,16,7,7,0,9.954560292552918,2.203334496353364,10.4,14.6,0.0,10.0,4.132103343904631e-06,0.0012856287712873624,0.0,0.4,0.0
211315100,9188518,0,CONTAINERSHIPS 6,,General cargo ship,Cargo,,,155,-1,-1,-1,-1,-1,22,141,14,21,1,0,16.525807633298285,3.2110155596340473,17.4,76.8,0.0,18.0,0.2112211036218518,5.62231608317495,0.0,54.7,-51.6
352039000,9687679,0,ORATORIO,,General cargo ship,Cargo,,,229,-1,-1,-1,-1,-1,32,202,27,21,11,0,11.275026205450734,1.1806977519622526,11.6,13.4,6.1,12.0,0.0,0.0,0.0,0.0,0.0
304822000,7819864,0,ELVI KULL,,General cargo ship,Cargo,,,62,-1,-1,-1,-1,-1,10,52,10,5,5,0,3.8243308734442123,3.910386260695609,1.1,10.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
636092478,9432232,0,CHARLOTTA B,,General cargo ship,Cargo,,,168,-1,-1,-1,-1,-1,27,157,11,23,4,0,12.554627676622765,4.942109743281689,13.4,22.7,0.0,16.0,0.04296027227911662,5.654259924569015,0.0,57.9,-45.7
235109552,9696668,0,LUNDY SENTINEL,,General cargo ship,Cargo,,,61,-1,-1,-1,-1,-1,15,20,41,2,13,0,8.506289741201247,2.772902446727635,9.5,12.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
538005067,9624122,0,AM KRAKOW,,General cargo ship,Cargo,,,229,-1,-1,-1,-1,-1,32,195,34,9,23,0,9.88978430907798,1.2798425400185498,9.7,13.7,4.1,10.0,0.0,0.0,0.0,0.0,0.0
304523000,9370288,0,NATALY,,General cargo ship,Cargo,,,88,-1,-1,-1,-1,-1,12,80,8,6,6,0,7.620789478418883,3.229291897015454,9.2,12.4,0.0,10.0,0.0,0.0,0.0,0.0,0.0
273413060,9066045,0,SEG,,General cargo ship,Cargo,,,81,-1,-1,-1,-1,-1,11,70,11,5,6,0,9.244809652589973,1.6187733343140496,9.6,11.1,0.0,10.0,-0.049282296650717726,6.259323061922432,0.0,54.7,-98.6
367535950,9437335,0,OCEAN GIANT,,General cargo ship,Cargo,,,170,-1,-1,-1,-1,-1,20,148,22,10,10,0,11.32413352970054,3.9730996976692845,12.9,17.8,0.0,8.0,0.0,0.0,0.0,0.0,0.0
309716000,9014767,0,BALTIC AUTUMN,,General cargo ship,Cargo,,,156,-1,-1,-1,-1,-1,23,126,30,12,11,0,17.421968925978696,0.9788120768614622,17.5,19.8,0.0,18.0,0.0,0.0,0.0,0.0,0.0
244003000,9201815,0,LADY CHRISTINA,,General cargo ship,Cargo,,,108,-1,-1,-1,-1,-1,16,95,13,4,12,0,10.991248633751534,3.8464526783621418,12.5,14.7,0.0,13.0,0.0,0.0,0.0,0.0,0.0
357989000,9177777,0,GEORGE,,General cargo ship,Cargo,,,128,-1,-1,-1,-1,-1,21,128,0,21,0,0,10.588393069071921,1.334259153382505,10.8,11.8,0.0,11.0,0.0,0.0,0.0,0.0,0.0
273349470,9194062,0,DARINA,,General cargo ship,Cargo,,,99,-1,-1,-1,-1,-1,14,88,11,11,3,0,10.812289101687186,2.3473967613586977,11.6,13.3,0.0,12.0,0.0,0.0,0.0,0.0,0.0
212273000,9455856,0,PANAYIOTA K,,General cargo ship,Cargo,,,229,-1,-1,-1,-1,-1,37,194,35,14,23,0,11.426215059179048,1.5505910965499952,11.7,14.0,4.6,12.0,0.0,0.0,0.0,0.0,0.0
212018000,9483669,0,X-PRESS ELBE,,General cargo ship,Cargo,,,152,-1,-1,-1,-1,-1,23,141,11,12,11,0,12.064251456040076,4.866842120929797,12.7,22.2,0.0,12.0,0.0,0.0,0.0,0.0,0.0
212068000,9371414,0,PERSEUS J,,General cargo ship,Cargo,,,140,-1,-1,-1,-1,-1,23,123,17,17,6,0,12.693368208272247,4.201053889303426,13.5,18.6,0.0,16.0,-0.05098071882358169,4.160362112913114,0.0,64.5,-51.6
256956000,9344368,0,KERTU,,General cargo ship,Cargo,,,101,-1,-1,-1,-1,-1,15,88,13,1,14,0,9.28179408580938,2.551072034091764,10.0,12.5,0.0,10.0,0.0,0.0,0.0,0.0,0.0
265412000,9087374,0,SCA ORTVIKEN,,General cargo ship,Cargo,,,170,-1,-1,-1,-1,-1,24,121,49,15,9,0,13.335675828023353,3.0696551775183076,14.1,18.4,0.0,14.0,0.0,0.0,0.0,0.0,0.0
304059000,9576703,0,LONGBAY,,General cargo ship,Cargo,,,90,-1,-1,-1,-1,-1,14,76,14,2,12,0,8.971321943048576,1.074242174309978,9.1,10.9,0.0,9.0,-0.031702512562814075,6.581509792489528,0.0,90.4,-98.6
255805989,9552020,0,COSTAMAR,,General cargo ship,Cargo,,,100,-1,-1,-1,-1,-1,14,84,16,7,7,0,9.075867970660147,1.5586055863459138,9.4,32.0,0.0,10.0,6.519967400162999e-06,0.0011419160322452303,0.0,0.2,0.0
311000657,8915627,0,FRI W,,General cargo ship,Cargo,,,83,-1,-1,-1,-1,-1,13,73,10,7,6,0,8.163841354600413,2.4725843932576823,9.1,10.9,0.0,10.0,0.0,0.0,0.0,0.0,0.0
377085000,6808090,0,ALVA,,General cargo ship,Cargo,,,68,-1,-1,-1,-1,-1,10,50,18,7,3,0,8.668362609486433,2.0312467639099454,9.0,11.8,0.0,10.0,0.0,0.0,0.0,0.0,0.0
255806191,9372200,0,HEINRICH EHLER,,General cargo ship,Cargo,,,166,-1,-1,-1,-1,-1,27,157,9,22,5,0,14.85384110330938,2.6379728154969353,15.4,19.3,0.0,16.0,0.0,0.0,0.0,0.0,0.0
538001858,8400036,0,MAESTRO UNIVERSE,,General cargo ship,Cargo,,,160,-1,-1,-1,-1,-1,22,25,135,20,2,0,13.404551134077384,2.7954675348935605,14.2,16.1,0.0,14.0,0.0,0.0,0.0,0.0,0.0
235012220,9350771,0,FEMBRIA,,General cargo ship,Cargo,,,117,-1,-1,-1,-1,-1,17,99,18,12,5,0,10.424025519457793,2.6425501167105816,11.0,13.7,0.0,12.0,0.000819359149775663,4.318918639204299,0.0,67.9,-51.6
231251000,9126625,0,HAV STREYM,,General cargo ship,Cargo,,,83,-1,-1,-1,-1,-1,13,70,13,2,11,0,9.760885392202912,0.6332535755249896,9.9,11.0,0.0,10.0,-0.07224048849224987,4.985912952355367,0.0,42.9,-37.5
304080887,9186417,0,FRIEDRICH RUSS,,General cargo ship,Cargo,,,153,-1,-1,-1,-1,-1,20,12,141,5,15,0,15.878255668081781,5.265595282802284,17.7,22.1,0.0,20.0,0.0,0.0,0.0,0.0,0.0
245547000,9613630,0,EEMS DOVER,,General cargo ship,Cargo,,,108,-1,-1,-1,-1,-1,16,14,94,8,8,0,7.675953062058497,3.0990108290250373,9.3,12.2,0.0,10.0,-0.027689882655146252,1.8554887093764865,0.0,64.5,-40.2
236670000,9240550,0,ARA ANTWERPEN,,General cargo ship,Cargo,,,145,-1,-1,-1,-1,-1,18,137,8,8,10,0,11.827661684493872,3.40236391361035,13.1,14.4,0.0,13.0,0.0,0.0,0.0,0.0,0.0
246535000,9341756,0,IMKE,,General cargo ship,Cargo,,,112,-1,-1,-1,-1,-1,14,100,12,2,12,0,10.26721261184491,1.9838323905486264,10.6,14.5,0.0,11.0,0.0,0.0,0.0,0.0,0.0
305837000,9429261,0,EXPANSA,,General cargo ship,Cargo,,,141,-1,-1,-1,-1,-1,23,128,13,12,11,0,14.434019483349182,3.1769527903100028,15.1,51.2,0.0,16.0,0.0,0.0,0.0,0.0,0.0
235106484,9368405,0,SCOT TRADER,,General cargo ship,Cargo,,,90,-1,-1,-1,-1,-1,14,77,13,11,3,0,9.247292168890374,3.0292973651741044,10.2,12.5,0.0,10.0,0.0,0.0,0.0,0.0,0.0
246900000,9631072,0,VOLGABORG,,General cargo ship,Cargo,,,143,-1,-1,-1,-1,-1,16,126,17,9,7,0,9.448148361790492,0.49143459826657887,9.4,11.1,7.0,9.0,0.0,0.0,0.0,0.0,0.0
235060989,9357602,0,HAFNIA SEA,,General cargo ship,Cargo,,,187,-1,-1,-1,-1,-1,31,28,159,16,15,0,17.9398170160146,1.594027932765071,18.1,83.2,0.0,19.0,-0.013987942879449827,2.870186332624332,0.0,40.2,-54.7
355363000,8913411,0,MSC SANTHYA,,General cargo ship,Cargo,,,238,-1,-1,-1,-1,-1,32,191,47,12,20,0,15.641466478034111,2.2277222387561397,16.0,80.1,7.9,16.0,0.0,0.0,0.0,0.0,0.0
215818000,8801137,0,RIG,,General cargo ship,Cargo,,,87,-1,-1,-1,-1,-1,13,73,14,1,12,0,8.948146051514295,1.427639766275118,9.2,11.6,0.0,9.0,0.0,0.0,0.0,0.0,0.0
304797000,9313682,0,SUDERAU,,General cargo ship,Cargo,,,88,-1,-1,-1,-1,-1,12,72,16,7,5,0,9.64098786828423,1.5097648999619881,9.9,11.3,0.0,10.0,0.0,0.0,0.0,0.0,0.0
305198000,8815786,0,DOLFIJN,,General cargo ship,Cargo,,,81,-1,-1,-1,-1,-1,12,74,7,4,8,0,8.835969927996613,1.7847724654380739,9.2,12.2,0.0,9.0,0.0,0.0,0.0,0.0,0.0
256793000,9014937,0,KATRE,,General cargo ship,Cargo,,,88,-1,-1,-1,-1,-1,13,77,11,8,5,0,8.913933748606144,2.3542811285656633,9.6,12.1,0.0,10.0,0.0,0.0,0.0,0.0,0.0
304146000,9225574,0,KARIN LEHMANN,,General cargo ship,Cargo,,,88,-1,-1,-1,-1,-1,14,77,11,5,9,0,9.710169570919994,2.3035995518407306,10.2,12.9,0.0,10.0,0.0,0.0,0.0,0.0,0.0
305507000,9393785,0,ELEONORA,,General cargo ship,Cargo,,,115,-1,-1,-1,-1,-1,16,104,11,7,9,0,8.493620881449306,1.8912008663711568,9.0,11.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
357100000,9404338,0,LUCKY SUNDAY,,General cargo ship,Cargo,,,229,-1,-1,-1,-1,-1,32,199,30,17,15,0,9.967627753303963,2.820435993447234,10.7,13.1,0.0,11.0,0.1120440528634361,2.450705734327627,0.0,35.0,-37.5
311014900,9001849,0,HAV ZANDER,,General cargo ship,Cargo,,,88,-1,-1,-1,-1,-1,14,74,14,7,7,0,8.243183614804169,1.3773575873449926,8.6,10.4,0.0,9.0,0.0,0.0,0.0,0.0,0.0
566838000,9366134,0,OSLO CARRIER 2,,General cargo ship,Cargo,,,107,-1,-1,-1,-1,-1,18,89,18,5,13,0,9.775829529719472,2.6206458606006593,10.6,13.6,0.0,11.0,0.0,0.0,0.0,0.0,0.0
305883000,9458975,0,CONMAR BAY,,General cargo ship,Cargo,,,151,-1,-1,-1,-1,-1,24,142,9,12,12,0,13.904287261894012,4.336847918712319,15.3,19.4,0.0,17.0,0.0,0.0,0.0,0.0,0.0
212733000,9313216,0,BALTIC PETREL,,General cargo ship,Cargo,,,169,-1,-1,-1,-1,-1,27,161,8,15,12,0,12.984983866051435,4.283301810247695,14.7,21.0,0.0,15.0,-0.03871989993798678,4.45147111306204,0.0,48.6,-48.6
246321000,9086253,0,EUROGRACHT,,General cargo ship,Cargo,,,137,-1,-1,-1,-1,-1,19,126,11,11,8,0,10.58178172443426,4.505259776218438,12.6,15.1,0.0,13.0,0.0,0.0,0.0,0.0,0.0
304903000,9306835,0,MAGNUS F,,General cargo ship,Cargo,,,147,-1,-1,-1,-1,-1,23,135,12,10,13,0,12.194285358344159,4.983500317566727,13.8,70.5,0.0,17.0,-0.051812632365765554,6.210649953605477,0.0,54.7,-67.9
230948000,9250098,0,CONTAINERSHIPS VII,,General cargo ship,Cargo,,,158,-1,-1,-1,-1,-1,22,13,145,11,11,0,17.218906438189613,3.275849389980272,17.9,21.4,0.0,18.0,0.0,0.0,0.0,0.0,0.0
236297000,9323651,0,DITZUM,,General cargo ship,Cargo,,,99,-1,-1,-1,-1,-1,14,91,8,9,5,0,10.507772442647347,2.6405757895259314,11.1,15.1,0.0,12.0,0.0,0.0,0.0,0.0,0.0
304010285,9041318,0,ASTRA,,General cargo ship,Cargo,,,85,-1,-1,-1,-1,-1,13,72,13,6,7,0,8.985705648871013,2.183292234099615,9.4,11.8,0.0,10.0,0.0,0.0,0.0,0.0,0.0
244998000,9243875,0,LADY NONA,,General cargo ship,Cargo,,,80,-1,-1,-1,-1,-1,12,75,5,5,7,0,10.105542332539951,2.141516830078458,10.7,13.8,0.0,11.0,0.0,0.0,0.0,0.0,0.0
